Public ID,Organization,Availability,System Name (click + for details),# of Nodes,Processor,Accelerator,# of Accelerators,Benchmark,Model MLC,Scenario,Units,Valid / Invalid,# of Accelerators,# of Nodes,Accelerator,Availability,Host Processor Core Count,Processor,Avg. Result at System Name
5.0-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,llama3.1-405b,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,277.125
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,3d-unet-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,54.6761
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,3d-unet-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,54.6761
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,21117
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,21536.4
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,21117
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,21536.4
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,34822.6
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,33051.88
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,34822.6
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,33051.88
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,34545.5
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,19428.4
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,34545.5
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99.9,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,19428.4
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,retinanet,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,14893.4
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,retinanet,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,13588.8
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,stable-diffusion-xl,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,18.9857
5.0-0021,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,stable-diffusion-xl,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,16.676
5.0-0022,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GBVMware ESXi 8.0.3),1,Intel Xeon Platinum 8468,Virtualized NVIDIA H100-SXM-80GB,8,Inference,mixtral-8x7b,Offline,Tokens/s,,8,1,Virtualized NVIDIA H100-SXM-80GB,available,48,Intel Xeon Platinum 8468,51514.5
5.0-0022,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GBVMware ESXi 8.0.3),1,Intel Xeon Platinum 8468,Virtualized NVIDIA H100-SXM-80GB,8,Inference,mixtral-8x7b,Server,Tokens/s,,8,1,Virtualized NVIDIA H100-SXM-80GB,available,48,Intel Xeon Platinum 8468,50896
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,3d-unet-99,Offline,Samples/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,44.5807
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,3d-unet-99.9,Offline,Samples/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,44.5807
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,gptj-99,Offline,Tokens/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,14769.7
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,gptj-99,Server,Tokens/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,14846.7
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,gptj-99.9,Offline,Tokens/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,14769.7
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,gptj-99.9,Server,Tokens/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,14846.7
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,18084.9
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,16848.58
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,18084.9
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,16848.58
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,llama2-70b-interactive-99,Offline,Samples/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,15553.3
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,llama2-70b-interactive-99,Server,Queries/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,11041.5
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,llama2-70b-interactive-99.9,Offline,Samples/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,15553.3
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,llama2-70b-interactive-99.9,Server,Queries/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,11041.5
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,mixtral-8x7b,Offline,Tokens/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,37713.6
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,mixtral-8x7b,Server,Tokens/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,37934.5
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,retinanet,Offline,Samples/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,11106.2
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,retinanet,Server,Queries/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,10234.4
5.0-0023,Fujitsu,available,PRIMERGY CDI (8x H100NVL TensorRT),1,INTEL(R) XEON(R) GOLD 6530,NVIDIA H100-NVL-94GB,8,Inference,rgat,Offline,Samples/s,,8,1,NVIDIA H100-NVL-94GB,available,32,INTEL(R) XEON(R) GOLD 6530,70313
5.0-0032,GATEOverflow,available,GATE Overflow Intel Sapphire Rapids (2x RTX 4090),1,Intel(R) Xeon(R) w7-2495X,NVIDIA GeForce RTX 4090,2,Inference,3d-unet-99,Offline,Samples/s,,2,1,NVIDIA GeForce RTX 4090,available,24,Intel(R) Xeon(R) w7-2495X,8.28506
5.0-0032,GATEOverflow,available,GATE Overflow Intel Sapphire Rapids (2x RTX 4090),1,Intel(R) Xeon(R) w7-2495X,NVIDIA GeForce RTX 4090,2,Inference,3d-unet-99.9,Offline,Samples/s,,2,1,NVIDIA GeForce RTX 4090,available,24,Intel(R) Xeon(R) w7-2495X,8.30876
5.0-0032,GATEOverflow,available,GATE Overflow Intel Sapphire Rapids (2x RTX 4090),1,Intel(R) Xeon(R) w7-2495X,NVIDIA GeForce RTX 4090,2,Inference,resnet,Offline,Samples/s,,2,1,NVIDIA GeForce RTX 4090,available,24,Intel(R) Xeon(R) w7-2495X,87921.1
5.0-0032,GATEOverflow,available,GATE Overflow Intel Sapphire Rapids (2x RTX 4090),1,Intel(R) Xeon(R) w7-2495X,NVIDIA GeForce RTX 4090,2,Inference,resnet,Server,Queries/s,,2,1,NVIDIA GeForce RTX 4090,available,24,Intel(R) Xeon(R) w7-2495X,73725.3
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,3d-unet-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,54.753
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,3d-unet-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,54.753
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,645975
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,585166
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,388769
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99.9,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,370056
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,21450.8
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,21544.3
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,21450.8
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,21544.3
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,34889.5
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,33054
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,34889.5
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,33054
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,34986.7
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,20234.5
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,34986.7
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99.9,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,20234.5
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,llama3.1-405b,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,558.526
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,llama3.1-405b,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,288.601
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,mixtral-8x7b,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,62386.2
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,mixtral-8x7b,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,60205
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,resnet,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,765403
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,resnet,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,676219
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,retinanet,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,14992.5
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,retinanet,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,14004.6
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,rgat,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,418270
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,stable-diffusion-xl,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,19.1766
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,NVIDIA H200-SXM-141GB,8,Inference,stable-diffusion-xl,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480+,16.7579
5.0-0034,GigaComputing,available,G893-ZX1-AAX2,1,2xAMD EPY 9175F,AMD Instinct MI325X 256GB HBM3E,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,AMD Instinct MI325X 256GB HBM3E,available,16,2xAMD EPY 9175F,33251.3
5.0-0034,GigaComputing,available,G893-ZX1-AAX2,1,2xAMD EPY 9175F,AMD Instinct MI325X 256GB HBM3E,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,AMD Instinct MI325X 256GB HBM3E,available,16,2xAMD EPY 9175F,29094.35
5.0-0034,GigaComputing,available,G893-ZX1-AAX2,1,2xAMD EPY 9175F,AMD Instinct MI325X 256GB HBM3E,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,AMD Instinct MI325X 256GB HBM3E,available,16,2xAMD EPY 9175F,33251.3
5.0-0034,GigaComputing,available,G893-ZX1-AAX2,1,2xAMD EPY 9175F,AMD Instinct MI325X 256GB HBM3E,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,AMD Instinct MI325X 256GB HBM3E,available,16,2xAMD EPY 9175F,29094.35
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,634294
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,555883
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,383039
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99.9,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,362655
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,21040.9
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,20501.8
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,21040.9
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,20501.8
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,34144.7
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,31390.23
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,34144.7
